customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
5832-XKAES,male,0,No,No,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),69.8,134.7,Yes
3205-MXZRA,male,0,No,No,26.0,Yes,No,dsl,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No
4701-AHWMW,male,0,Yes,No,55.0,No,No,dsl,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),54.55,2978.3,Yes
8317-BVKSO,male,0,No,No,14.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.05,299.3,No
5702-KVQRD,male,0,Yes,No,71.0,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Manual,82.55,5832.65,No
0083-PIVIK,male,0,No,No,64.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,One year,No,Manual,81.25,5567.55,No
9210-IAHGH,female,0,No,No,7.0,Yes,No,dsl,No,No,No,Yes,Yes,Yes,Monthly,Yes,Credit card (automatic),70.75,450.8,Yes
6169-PGNCD,female,0,No,No,57.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No
0023-XUOPT,female,0,Yes,No,13.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,No,Monthly,No,Manual,94.1,1215.6,Yes
4592-IWTJI,female,0,Yes,Yes,3.0,No,No,dsl,Yes,No,No,No,No,No,Monthly,No,Credit card (automatic),29.7,91.7,Yes
4909-JOUPP,male,1,Yes,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No
4657-FWVFY,female,0,Yes,Yes,40.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,No,Monthly,Yes,Credit card (automatic),96.35,3915.4,No
2257-BOVXD,male,0,Yes,No,14.0,Yes,Yes,dsl,No,No,No,Yes,Yes,No,Monthly,Yes,Credit card (automatic),66.6,979.5,No
7729-JTEEC,male,0,Yes,Yes,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,44.5,90.05,No
7632-MNYOY,male,1,No,No,66.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes
6518-LGAOV,female,0,Yes,No,38.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,105.0,4026.4,Yes
7242-QZLXF,male,0,No,Yes,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,25.3,25.3,Yes
4576-CSAJH,male,0,No,No,22.0,Yes,No,dsl,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,Yes
1000-AJSLD,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.1,20.1,Yes
9696-RMYBA,male,0,No,No,5.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,80.1,398.55,No
8690-UPCZI,male,0,Yes,Yes,29.0,Yes,Yes,dsl,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No
1062-LHZOD,male,0,Yes,Yes,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.9,69.9,Yes
9770-LXDBK,female,0,No,No,3.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.4,63.15,No
4086-WITJG,male,0,Yes,Yes,71.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1301.1,No
8344-WFMFH,male,0,No,Yes,9.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,Yes,Manual,50.1,484.05,No
9600-NAXZN,male,0,No,No,43.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,101.4,4528.0,Yes
8822-KNBHV,female,0,No,No,48.0,Yes,Yes,dsl,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No
8404-FYDIB,male,0,No,No,26.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),86.65,2208.75,No
2791-SFVEW,female,0,No,No,9.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),20.15,238.15,No
6457-USBER,male,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,80.8,80.8,Yes
6762-NSODU,female,0,Yes,Yes,46.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,958.15,No
4662-EKDPQ,male,0,No,No,2.0,Yes,Yes,dsl,No,No,No,No,No,Yes,Monthly,No,Bank transfer (automatic),62.05,118.3,Yes
9248-OJYKK,male,1,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,76.45,76.45,Yes
9888-ZCUMM,male,0,Yes,Yes,64.0,No,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No
3398-FSHON,female,1,No,No,12.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Manual,91.3,1094.5,Yes
3319-DWOEP,male,1,Yes,No,6.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,95.75,573.75,Yes
1074-WVEVG,female,0,Yes,No,59.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.35,1267.0,No
9979-RGMZT,female,0,No,No,7.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Manual,94.05,633.45,No
6437-UDQJM,female,1,Yes,No,72.0,Yes,Yes,dsl,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,No
1226-IENZN,male,1,No,No,16.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,78.75,1218.25,No
2108-GLPQB,male,0,Yes,No,25.0,Yes,Yes,dsl,No,No,Yes,No,No,No,Monthly,No,Credit card (automatic),55.55,1405.3,No
9259-PACGQ,female,0,Yes,No,34.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Monthly,No,Manual,62.65,2274.9,Yes
4415-IJZTP,female,0,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,74.5,74.5,Yes
1465-VINDH,female,0,Yes,Yes,10.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),102.1,1068.85,Yes
5474-LAMUQ,male,0,Yes,No,24.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.1,533.9,No
3468-DRVQJ,female,0,Yes,Yes,10.0,Yes,Yes,dsl,Yes,Yes,No,No,Yes,No,One year,No,Manual,70.3,676.15,No
1122-YJBCS,male,0,Yes,No,69.0,Yes,No,dsl,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No
4990-ALDGW,male,0,No,No,57.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.75,1118.8,No
4816-OKWNX,male,0,Yes,Yes,50.0,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No
3315-IKYZQ,male,0,Yes,Yes,28.0,No,No,dsl,Yes,No,Yes,Yes,Yes,No,One year,No,Manual,50.8,1386.8,No
2810-FTLEM,female,0,No,No,16.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,50.15,762.25,Yes
4747-LCAQL,male,0,No,No,25.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,Yes,Monthly,Yes,Manual,79.0,1902.0,No
3411-WLRSQ,female,1,Yes,No,3.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.6,239.05,No
0898-XCGTF,male,0,Yes,No,61.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No
8006-PYCSW,female,0,No,No,2.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.1,39.8,No
8249-THVEC,male,0,Yes,Yes,51.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.4,997.75,No
8722-PRFDV,female,0,Yes,Yes,71.0,Yes,No,dsl,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.55,5574.35,No
2164-SOQXL,female,0,Yes,Yes,20.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.05,406.05,No
4020-KIUDI,male,0,Yes,Yes,6.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Credit card (automatic),19.85,138.85,No
5850-BDWCY,female,0,No,No,6.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.2,123.65,No
2038-YSEZE,female,0,No,No,29.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Monthly,No,Manual,67.45,1801.1,No
0827-ITJPH,male,0,No,No,36.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),18.55,689.0,No
8799-OXZMD,female,0,No,No,28.0,No,No,dsl,No,No,Yes,No,No,No,Monthly,Yes,Manual,29.75,790.7,No
1925-TIBLE,female,0,Yes,No,7.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,86.5,582.5,Yes
1705-GUHPV,female,0,No,No,63.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,24.2,1618.2,No
4779-ZGICK,male,0,Yes,Yes,48.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,23.55,1173.35,No
0048-PIHNL,female,0,Yes,No,49.0,Yes,No,no,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.45,900.9,No
0818-OCPZO,male,1,No,No,27.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,81.45,2122.05,Yes
3967-KXAPS,male,0,Yes,No,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No
1447-GIQMR,male,0,Yes,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.15,69.15,Yes
3704-IEAXF,female,0,Yes,Yes,72.0,No,No,dsl,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784.0,No
6810-VCAEX,female,0,No,No,47.0,No,No,dsl,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,No
0674-EYYZV,female,0,No,No,1.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,Yes,Manual,54.65,54.65,No
4480-MBMLB,female,0,No,No,36.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,No
1395-OFUWC,male,0,Yes,Yes,43.0,No,No,dsl,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),29.3,1224.05,No
0822-QGCXA,female,1,Yes,No,27.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Monthly,No,Manual,83.85,2310.2,No
0872-NXJYS,female,0,No,No,9.0,Yes,No,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,79.55,723.4,Yes
2832-KJCRD,female,0,No,No,38.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,103.65,3988.5,No
3588-WSTTJ,female,1,No,No,35.0,Yes,Yes,fiber optic,Yes,No,No,No,Yes,Yes,Monthly,Yes,Manual,99.05,3554.6,No
4075-WKNIU,female,0,Yes,Yes,0.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,No,Two year,No,Manual,73.35,1397.475,No
5090-EMGTC,female,0,Yes,No,59.0,Yes,No,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Manual,100.05,6034.85,No
2346-CZYIL,male,0,No,No,27.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,531.6,No
3798-EPWRR,female,1,No,No,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,43.95,85.1,No
6258-NGCNG,male,0,No,No,7.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Manual,23.5,173.0,No
4186-ZBUEW,female,0,No,No,36.0,Yes,Yes,dsl,No,Yes,No,Yes,No,Yes,One year,Yes,Manual,70.7,2511.95,No
5274-XHAKY,female,0,Yes,Yes,41.0,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),94.3,3893.6,No
1442-BQPVU,female,0,No,No,13.0,No,No,dsl,No,Yes,No,No,No,No,Monthly,No,Manual,29.15,357.15,No
3978-YNKDD,male,0,No,Yes,19.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.85,467.5,No
4940-KHCWD,female,0,Yes,No,60.0,No,No,dsl,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,No
9412-ARGBX,female,0,No,Yes,48.0,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Manual,95.5,4627.85,Yes
1389-CXMLU,male,1,No,No,3.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Monthly,No,Manual,91.05,289.1,Yes
9589-ABEPT,male,0,Yes,No,69.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Manual,92.45,6460.55,No
9388-ZEYVT,male,0,No,No,43.0,No,No,dsl,No,No,Yes,Yes,No,Yes,One year,No,Manual,44.15,1931.3,No
0305-SQECB,female,0,No,Yes,11.0,No,No,dsl,Yes,No,No,Yes,No,No,One year,Yes,Manual,36.05,402.6,No
7605-SNLQG,female,0,Yes,No,45.0,Yes,No,dsl,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),50.25,2221.55,No
4670-TABXH,male,0,Yes,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,No
5561-NWEVX,female,1,Yes,No,2.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,79.2,172.85,Yes
0064-SUDOG,female,0,Yes,Yes,12.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,224.5,No
8561-NMTBD,female,0,Yes,Yes,67.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.35,7388.45,No
5161-XEUVX,male,0,Yes,No,37.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Manual,94.3,3460.95,No
8292-FRFZQ,female,0,No,No,39.0,No,No,dsl,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,No
8591-NXRCV,female,0,No,No,41.0,Yes,Yes,dsl,Yes,No,Yes,Yes,No,Yes,Monthly,Yes,Bank transfer (automatic),74.65,3090.65,No
7895-VONWT,female,0,No,No,25.0,No,No,dsl,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,48.25,1293.8,No
4526-RMTLL,male,0,Yes,Yes,8.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,No
6253-GNHWH,female,0,Yes,Yes,71.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Manual,71.1,5224.95,No
4566-NECEV,male,0,No,No,5.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,No,Manual,96.55,500.1,No
8080-POTJR,female,0,No,No,30.0,Yes,Yes,dsl,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,2427.1,No
6906-MPARY,male,0,No,No,40.0,Yes,No,fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15,No
3662-FXJFO,female,0,No,No,54.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,20.5,1035.7,No
8107-RZLNV,male,0,Yes,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,7565.35,No
0516-OOHAR,male,0,Yes,Yes,28.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,No
2027-CWDNU,male,0,Yes,Yes,18.0,Yes,No,fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Manual,85.6,1601.5,No
2737-WFVYW,female,0,No,No,2.0,No,No,dsl,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,45.25,85.5,Yes
9912-OMZDS,female,0,Yes,Yes,59.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,106.15,6256.2,No
3733-ZEECP,male,0,Yes,Yes,22.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,Yes,Manual,51.1,1232.9,No
7878-RTCZG,female,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.9,19.9,No
2452-MRMZF,female,1,Yes,No,72.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1937.4,No
2272-QAGFO,female,1,No,No,14.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,74.3,1096.25,Yes
7103-IPXPJ,male,0,Yes,No,50.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Manual,99.4,5059.75,No
4342-HFXWS,female,0,Yes,Yes,48.0,Yes,No,dsl,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),69.7,3023.65,No
3545-CNWRG,female,0,Yes,Yes,49.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,98.35,4889.2,No
1785-BPHTP,male,0,Yes,Yes,28.0,Yes,No,fiber optic,No,No,Yes,No,Yes,No,Monthly,No,Manual,85.45,2289.9,No
4989-LIXVT,male,1,No,No,68.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,Yes,Manual,95.9,6503.2,No
7315-WYOAW,male,0,No,No,13.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,No,Manual,100.75,1313.25,No
1173-XZPYF,female,0,No,No,11.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,89.2,990.3,No
9850-OWRHQ,female,0,Yes,No,3.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.1,228.0,Yes
3768-NLUBH,male,1,Yes,No,57.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Manual,100.6,5746.15,Yes
8676-TRMJS,male,0,No,No,3.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,75.0,209.1,Yes
2509-TFPJU,male,0,Yes,No,72.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.75,1864.2,No
9530-GRMJG,male,0,Yes,Yes,70.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,84.1,5979.7,No
6898-RBTLU,female,0,Yes,Yes,49.0,Yes,Yes,dsl,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.3,3902.45,No
5481-NTDOH,female,1,Yes,No,67.0,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,No
2068-WWXQZ,male,0,No,No,46.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.05,902.0,No
7359-SSBJK,female,1,No,No,64.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.2,4481.0,Yes
2061-VVFST,female,0,Yes,No,37.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),19.5,805.2,No
0685-MLYYM,female,1,No,No,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.75,154.85,Yes
0749-IRGQE,female,1,Yes,No,13.0,No,No,dsl,No,No,No,No,Yes,Yes,Monthly,No,Manual,45.3,528.45,No
2380-DAMQP,female,0,Yes,No,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Manual,115.15,8349.7,No
2256-YLYLP,male,0,Yes,Yes,68.0,Yes,No,dsl,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.95,4953.25,No
1272-ILHFG,male,0,Yes,Yes,15.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.65,332.65,No
0164-XAIRP,female,0,No,No,24.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.55,470.2,No
5666-CYCYZ,female,0,No,No,24.0,Yes,Yes,fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Manual,89.55,2259.35,No
4011-ARPHK,male,0,No,No,27.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,No,Manual,50.35,1411.35,No
8182-PNAGI,male,0,No,No,12.0,Yes,No,dsl,No,No,No,Yes,No,No,Monthly,No,Bank transfer (automatic),50.25,593.75,Yes
6365-HITVU,female,0,Yes,Yes,71.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,No
7558-IMLMT,male,0,Yes,Yes,67.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,20.8,1411.9,No
9488-FYQAU,female,0,Yes,No,63.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No
3590-TCXTB,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.35,20.35,No
6994-KERXL,male,0,No,No,4.0,Yes,No,dsl,No,No,No,No,No,Yes,Monthly,Yes,Manual,55.9,238.5,No
7957-RYHQD,female,1,No,No,40.0,Yes,No,fiber optic,Yes,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),79.2,3233.85,Yes
2180-DXNEG,female,0,No,No,12.0,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,96.0,1062.1,Yes
1960-UOTYM,male,0,Yes,Yes,52.0,Yes,No,dsl,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Manual,79.2,4016.3,No
2740-JFBOK,male,0,No,No,10.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,Yes,Manual,24.0,226.55,No
6500-JVEGC,male,0,No,No,68.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No
5515-AKOAJ,female,0,No,No,54.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,100.1,5440.9,Yes
8976-OQHGT,female,0,Yes,Yes,4.0,Yes,No,dsl,No,Yes,No,Yes,No,No,Monthly,No,Manual,56.5,235.1,Yes
5245-VDBUR,female,0,Yes,No,52.0,No,No,dsl,Yes,No,Yes,No,No,No,One year,No,Manual,35.45,1958.95,No
6230-BSUXY,female,1,No,No,1.0,Yes,No,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,85.0,85.0,Yes
8469-SNFFH,male,0,Yes,No,70.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),79.4,5528.9,No
2144-ESWKO,male,0,No,No,43.0,No,No,dsl,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.2,1463.7,No
1241-FPMOF,male,0,No,No,52.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,19.65,1025.05,No
9928-BZVLZ,female,0,No,No,12.0,No,No,dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,Manual,49.85,552.1,No
4114-QMKVN,female,0,Yes,Yes,56.0,Yes,Yes,dsl,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No
2775-SEFEE,male,0,No,Yes,0.0,Yes,Yes,dsl,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.9,1397.475,No
9003-CPATH,male,0,No,No,42.0,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,79.9,3313.4,No
1754-GKYPY,male,1,Yes,No,22.0,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),89.75,1938.9,No
5294-CDGWY,male,0,Yes,Yes,51.0,No,No,dsl,Yes,Yes,Yes,No,Yes,Yes,One year,No,Manual,59.3,3014.65,Yes
7956-XQWGU,male,0,No,No,27.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),19.4,460.25,No
1591-MQJTP,male,1,Yes,No,51.0,Yes,Yes,fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No
5295-PCJOO,male,0,No,Yes,4.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,49.4,184.4,Yes
2369-FEVNO,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.9,19.9,No
9863-JZAIC,male,0,No,No,35.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,No,Manual,55.0,2010.55,Yes
7471-MQPOS,male,1,Yes,Yes,71.0,Yes,Yes,dsl,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No
7660-HDPJV,female,0,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.2,69.2,Yes
5115-SQAAU,female,0,Yes,Yes,69.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No
9845-QOMAD,male,0,Yes,Yes,14.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.75,309.35,No
7672-VFMXZ,male,0,Yes,No,57.0,Yes,No,dsl,Yes,No,No,Yes,No,No,Monthly,No,Manual,55.7,3171.6,No
9739-JLPQJ,female,0,Yes,Yes,72.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,No
9916-AYHTC,male,0,No,No,48.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,916.0,No
3855-ONCAR,female,0,Yes,Yes,4.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,78.9,299.75,No
1488-SYSFC,male,0,Yes,Yes,31.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.65,702.05,No
7931-PXHFC,male,0,No,No,38.0,Yes,No,dsl,No,No,Yes,Yes,No,Yes,One year,Yes,Manual,62.3,2354.8,Yes
3990-QYKBE,male,1,Yes,No,37.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,92.5,3473.4,Yes
0970-QXPXW,female,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.65,19.65,No
3259-KNMRR,male,1,No,No,57.0,Yes,Yes,dsl,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No
